Accession	Gene_Family	Sp	mentioned_miRNA	Pollutant	Observed_Specie	Type	Observerd_effect	Reference	Reference_Rank_score
MIMAT0002177	mir-486	hsa-	miR-486-5p	Mercury	Homo sapiens	in vivo (plasma)	upregulated in exposed workers on plasma microarrays	Ding E, Zhao Q, Bai Y, Xu M, Pan L, Liu Q, et al. Plasma microRNAs expression profile in female workers occupationally exposed to mercury. Journal of Thoracic Disease [Internet]. AME Publishing Company; 2016 May;8(5):833–41. Available from: http://dx.doi.org/10.21037/jtd.2016.03.36	1
MIMAT0002177	mir-486	hsa-	miR-486-5p	Benzene	Homo sapiens	In vivo (bone marrow)	Down-regulated in bone marrow from patients with chronic occupational benzene poisoning	Liang B, Chen Y, Yuan W, Qin F, Zhang Q, Deng N, et al. Down-regulation of miRNA-451a and miRNA-486-5p involved in benzene-induced inhibition on erythroid cell differentiation in vitro and in vivo. Archives of Toxicology [Internet]. Springer Science and Business Media LLC; 2017 Jul 21;92(1):259–72. Available from: http://dx.doi.org/10.1007/s00204-017-2033-7	1
MIMAT0002177	mir-486	hsa-	miR-486-5p	hydroquinone	Homo sapiens	In vitro (CD34+ HPCs ex vivo cells)	Promotes erythroid differentiation.Down-regulated after HQ exposure (concentrations of 1.0, 2.5 and 5.0 µM for 5, 8 and 12 days). HQ is a Benzene metabolite	Liang B, Chen Y, Yuan W, Qin F, Zhang Q, Deng N, et al. Down-regulation of miRNA-451a and miRNA-486-5p involved in benzene-induced inhibition on erythroid cell differentiation in vitro and in vivo. Archives of Toxicology [Internet]. Springer Science and Business Media LLC; 2017 Jul 21;92(1):259–72. Available from: http://dx.doi.org/10.1007/s00204-017-2033-7	1
MIMAT0002177	mir-486	hsa-	miR-486-5p	hydroquinone	Homo sapiens	In vitro (K562 cells) myelogenous leukemia	Down-regulated after HQ exposure (concentrations of 1.0, 2.5 and 5.0 µM for 5, 8 and 12 days). HQ is a Benzene metabolite	Liang B, Chen Y, Yuan W, Qin F, Zhang Q, Deng N, et al. Down-regulation of miRNA-451a and miRNA-486-5p involved in benzene-induced inhibition on erythroid cell differentiation in vitro and in vivo. Archives of Toxicology [Internet]. Springer Science and Business Media LLC; 2017 Jul 21;92(1):259–72. Available from: http://dx.doi.org/10.1007/s00204-017-2033-7	1
NA	NA	mmu-	miR-486-5p	Benzene	Mus musculus	in vivo (C57BL/6J) bone marrow	Down-regulated in peripheral blood after benzene inhalation treatment	Liang B, Chen Y, Yuan W, Qin F, Zhang Q, Deng N, et al. Down-regulation of miRNA-451a and miRNA-486-5p involved in benzene-induced inhibition on erythroid cell differentiation in vitro and in vivo. Archives of Toxicology [Internet]. Springer Science and Business Media LLC; 2017 Jul 21;92(1):259–72. Available from: http://dx.doi.org/10.1007/s00204-017-2033-7	1
MIMAT0003180	mir-154	hsa-	miR-487b-3p	Arsenic	Homo sapiens	in vivo (skin lessions biopsies)	Differential expression in malignant lesions associated to arsenic)	Al-Eryani L, Jenkins SF, States VA, Pan J, Malone JC, Rai SN, et al. miRNA expression profiles of premalignant and malignant arsenic-induced skin lesions. Ahmad A, editor. PLOS ONE [Internet]. Public Library of Science (PLoS); 2018 Aug 16;13(8):e0202579. Available from: http://dx.doi.org/10.1371/journal.pone.0202579	1
MIMAT0003200	mir-154	rno-	miR-487b-3p	2,5-hexanedione	Rattus norvegicus domestica (Sprague Dawley)	in vivo (spinal cord tissue)	upregulated in spinal chord tissue after 2,5-hexanedione exposure	Piao F, Chen Y, Yu L, Shi X, Liu X, Jiang L, et al. 2,5-hexanedione-induced deregulation of axon-related microRNA expression in rat nerve tissues. Toxicology Letters [Internet]. Elsevier BV; 2020 Mar;320:95–102. Available from: http://dx.doi.org/10.1016/j.toxlet.2019.11.0	1
MIMAT0017221	mir-154	rno-	miR-487b-5p	Cadmium	Rattus norvegicus domestica (Sprague Dawley)	in vivo (Renal cortices)	significantly increased expression	Fay M, Alt L, Ryba D, Salamah R, Peach R, Papaeliou A, et al. Cadmium Nephrotoxicity Is Associated with Altered MicroRNA Expression in the Rat Renal Cortex. Toxics [Internet]. MDPI AG; 2018 Mar 15;6(1):16. Available from: http://dx.doi.org/10.3390/toxics6010016	1
MIMAT0003450	mir-488	mmu-	miR-488-3p	Ketones	Mus musculus	Developmental biology (brain)	down  regulated in brain tissue from embryos of exposed mice	Wnuk A, Rzemieniec J, Staroń J, Litwa E, Lasoń W, Bojarski A, et al. Prenatal Exposure to Benzophenone-3 Impairs Autophagy, Disrupts RXRs/PPARγ Signaling, and Alters Epigenetic and Post-Translational Statuses in Brain Neurons. Molecular Neurobiology [Internet]. Springer Science and Business Media LLC; 2018 Nov 6;56(7):4820–37. Available from: http://dx.doi.org/10.1007/s12035-018-1401-5	1
MIMAT0031704	mir-4887	bbe-	miR-4887-5p	Benzo(a)pyrene	Branchiostoma belcheri	in vivo (whole body)	UP in whole body arrays after exposure	Zhang Q-L, Dong Z-X, Xiong Y, Li H-W, Guo J, Wang F, et al. Genome-wide transcriptional response of microRNAs to the benzo(a)pyrene stress in amphioxus Branchiostoma belcheri. Chemosphere [Internet]. Elsevier BV; 2019 Mar;218:205–10. Available from: http://dx.doi.org/10.1016/j.chemosphere.2018.11.119	0
NA	NA	mmu-	miR-489	Benzo(a)pyrene	Mus musculus	in vivo (forestomach)	Up-regulated in forestomach	Zuo, J., Brewer, D.S., Arlt, V.M. et al. Benzo[a] pyrene-induced DNA adducts and gene expression profiles in target and non-target organs for carcinogenesis in mice. BMC Genomics 15, 880 (2014). https://doi.org/10.1186/1471-2164-15-880	1,13
NA	NA	mmu-	miR-489	Benzo(a)pyrene	Mus musculus	in vivo (liver)	down-regulated in liver	Zuo, J., Brewer, D.S., Arlt, V.M. et al. Benzo[a] pyrene-induced DNA adducts and gene expression profiles in target and non-target organs for carcinogenesis in mice. BMC Genomics 15, 880 (2014). https://doi.org/10.1186/1471-2164-15-880	1,13
NA	NA	mmu-	miR-489	Benzo(a)pyrene	Mus musculus	in vivo (lung)	down-regulated in lung	Zuo, J., Brewer, D.S., Arlt, V.M. et al. Benzo[a] pyrene-induced DNA adducts and gene expression profiles in target and non-target organs for carcinogenesis in mice. BMC Genomics 15, 880 (2014). https://doi.org/10.1186/1471-2164-15-880	1,13
NA	NA	mmu-	miR-489	Benzo(a)pyrene	Mus musculus	in vivo (spleen)	Up-regulated in spleen	Zuo, J., Brewer, D.S., Arlt, V.M. et al. Benzo[a] pyrene-induced DNA adducts and gene expression profiles in target and non-target organs for carcinogenesis in mice. BMC Genomics 15, 880 (2014). https://doi.org/10.1186/1471-2164-15-880	1,13
MIMAT0003113	mir-489	rno-	miR-489-3p	Cadmium	Rattus norvegicus domestica (Sprague Dawley)	in vivo (Renal cortices)	significantly decreased expression	Fay M, Alt L, Ryba D, Salamah R, Peach R, Papaeliou A, et al. Cadmium Nephrotoxicity Is Associated with Altered MicroRNA Expression in the Rat Renal Cortex. Toxics [Internet]. MDPI AG; 2018 Mar 15;6(1):16. Available from: http://dx.doi.org/10.3390/toxics6010016	1
MIMAT0003112	mir-489	mmu-	miR-489-3p	Ketones	Mus musculus	Developmental biology (brain)	up regulated in brain tissue from embryos of exposed mice	Wnuk A, Rzemieniec J, Staroń J, Litwa E, Lasoń W, Bojarski A, et al. Prenatal Exposure to Benzophenone-3 Impairs Autophagy, Disrupts RXRs/PPARγ Signaling, and Alters Epigenetic and Post-Translational Statuses in Brain Neurons. Molecular Neurobiology [Internet]. Springer Science and Business Media LLC; 2018 Nov 6;56(7):4820–37. Available from: http://dx.doi.org/10.1007/s12035-018-1401-5	1
MIMAT0003113	mir-489	rno-	miR-489-3p	Cadmium	Rattus norvegicus domestica (Sprague Dawley)	in vivo (kidney)	significatively downregulated after exposure	Yuan W, Liu L, Liang L, Huang K, Deng Y, Dong M, et al. MiR-122-5p and miR-326-3p: Potential novel biomarkers for early detection of cadmium exposure. Gene [Internet]. Elsevier BV; 2020 Jan;724:144156. Available from: http://dx.doi.org/10.1016/j.gene.2019.144156	1
NA	NA	bbe-	miR-49	Benzo(a)pyrene	Branchiostoma belcheri	in vivo (whole body)	DOWN in whole body arrays after exposure	Zhang Q-L, Dong Z-X, Xiong Y, Li H-W, Guo J, Wang F, et al. Genome-wide transcriptional response of microRNAs to the benzo(a)pyrene stress in amphioxus Branchiostoma belcheri. Chemosphere [Internet]. Elsevier BV; 2019 Mar;218:205–10. Available from: http://dx.doi.org/10.1016/j.chemosphere.2018.11.119	0
NA	NA	hsa-	miR-493	Arsenic	Homo sapiens	in vivo (skin lessions biopsies)	Differential expression in malignant lesions associated to arsenic)	Al-Eryani L, Jenkins SF, States VA, Pan J, Malone JC, Rai SN, et al. miRNA expression profiles of premalignant and malignant arsenic-induced skin lesions. Ahmad A, editor. PLOS ONE [Internet]. Public Library of Science (PLoS); 2018 Aug 16;13(8):e0202579. Available from: http://dx.doi.org/10.1371/journal.pone.0202579	1
MIMAT0017217	mir-493	rno-	miR-493-5p	2,5-hexanedione	Rattus norvegicus domestica (Sprague Dawley)	in vivo (spinal cord tissue)	upregulated in spinal chord tissue after 2,5-hexanedione exposure	Piao F, Chen Y, Yu L, Shi X, Liu X, Jiang L, et al. 2,5-hexanedione-induced deregulation of axon-related microRNA expression in rat nerve tissues. Toxicology Letters [Internet]. Elsevier BV; 2020 Mar;320:95–102. Available from: http://dx.doi.org/10.1016/j.toxlet.2019.11.0	1
NA	NA	rno-	miR-494	Lead	Rattus norvegicus domestica (Sprague Dawley)	in vivo (hippocampus)	down-regulated in exposed rats	An J, Cai T, Che H, Yu T, Cao Z, Liu X, et al. The changes of miRNA expression in rat hippocampus following chronic lead exposure. Toxicology Letters [Internet]. Elsevier BV; 2014 Aug;229(1):158–66. Available from: http://dx.doi.org/10.1016/j.toxlet.2014.06.002	1,02
NA	NA	hsa-	miR-494	Lead	Homo sapiens	in vivo (Cervical swabs in pregnancy)	differential regulation in exposed pregnant women	Sanders AP, Burris HH, Just AC, Motta V, Amarasiriwardena C, Svensson K, et al. Altered miRNA expression in the cervix during pregnancy associated with lead and mercury exposure. Epigenomics [Internet]. Future Medicine Ltd; 2015 Sep;7(6):885–96. Available from: http://dx.doi.org/10.2217/epi.15.54	1
MIMAT0002816	mir-154	hsa-	miR-494-3p	Arsenic	Homo sapiens	in vivo (skin lessions biopsies)	Differential expression in malignant lesions associated to arsenic)	Al-Eryani L, Jenkins SF, States VA, Pan J, Malone JC, Rai SN, et al. miRNA expression profiles of premalignant and malignant arsenic-induced skin lesions. Ahmad A, editor. PLOS ONE [Internet]. Public Library of Science (PLoS); 2018 Aug 16;13(8):e0202579. Available from: http://dx.doi.org/10.1371/journal.pone.0202579	1
MIMAT0003383	mir-497	rno-	miR-497-5p	2,5-hexanedione	Rattus norvegicus domestica (Sprague Dawley)	in vivo (spinal cord tissue)	down regulated in spinal chord tissue after 2,5-hexanedione exposure	Piao F, Chen Y, Yu L, Shi X, Liu X, Jiang L, et al. 2,5-hexanedione-induced deregulation of axon-related microRNA expression in rat nerve tissues. Toxicology Letters [Internet]. Elsevier BV; 2020 Mar;320:95–102. Available from: http://dx.doi.org/10.1016/j.toxlet.2019.11.0	1
NA	NA	ssa-	miR-499	Aluminium	Salmo salar	in vivo (muscle tissue)	up-regulated miRNA in muscle tissue of exposed animals	Kure EH, Sæbø M, Stangeland AM, Hamfjord J, Hytterød S, Heggenes J, et al. Molecular responses to toxicological stressors: Profiling microRNAs in wild Atlantic salmon (Salmo salar) exposed to acidic aluminum-rich water. Aquatic Toxicology [Internet]. Elsevier BV; 2013 Aug;138-139:98–104. Available from: http://dx.doi.org/10.1016/j.aquatox.2013.04.004	1,02
MIMAT0003381	mir-499	rno-	miR-499-5p	Cadmium	Rattus norvegicus domestica (Sprague Dawley)	in vivo (kidney)	significatively downregulated after exposure	Yuan W, Liu L, Liang L, Huang K, Deng Y, Dong M, et al. MiR-122-5p and miR-326-3p: Potential novel biomarkers for early detection of cadmium exposure. Gene [Internet]. Elsevier BV; 2020 Jan;724:144156. Available from: http://dx.doi.org/10.1016/j.gene.2019.144156	1
MIMAT0021021	NA	hsa-	miR-5001-5p	Chromium	Homo sapiens	in vivo (plasma)	downregulated in exposed workers	Li Y, Li P, Yu S, Zhang J, Wang T, Jia G. miR-3940-5p associated with genetic damage in workers exposed to hexavalent chromium. Toxicology Letters [Internet]. Elsevier BV; 2014 Aug;229(1):319–26. Available from: http://dx.doi.org/10.1016/j.toxlet.2014.06.033	1
NA	NA	hsa-	miR-501	Benzo(a)pyrene	Homo sapiens	in vitro (liver) HepaRG	time-dosis dependent differential reulation after exposure	Marrone AK, Tryndyak V, Beland FA, Pogribny IP. MicroRNA Responses to the Genotoxic Carcinogens Aflatoxin B1and Benzo[a]pyrene in Human HepaRG Cells. Toxicological Sciences [Internet]. Oxford University Press (OUP); 2015 Nov 24;149(2):496–502. Available from: http://dx.doi.org/10.1093/toxsci/kfv253	1,04
MIMAT0002873	mir-500	hsa-	miR-502-5p	Arsenic	Homo sapiens	in vivo (skin lessions biopsies)	Differential expression in malignant lesions associated to arsenic)	Al-Eryani L, Jenkins SF, States VA, Pan J, Malone JC, Rai SN, et al. miRNA expression profiles of premalignant and malignant arsenic-induced skin lesions. Ahmad A, editor. PLOS ONE [Internet]. Public Library of Science (PLoS); 2018 Aug 16;13(8):e0202579. Available from: http://dx.doi.org/10.1371/journal.pone.0202579	1
NA	NA	mmu-	miR-503	Benzo(a)pyrene	Mus musculus	in vivo (colon)	down-regulated in colon	Zuo, J., Brewer, D.S., Arlt, V.M. et al. Benzo[a] pyrene-induced DNA adducts and gene expression profiles in target and non-target organs for carcinogenesis in mice. BMC Genomics 15, 880 (2014). https://doi.org/10.1186/1471-2164-15-880	1,13
NA	NA	mmu-	miR-503	Benzo(a)pyrene	Mus musculus	in vivo (forestomach)	down-regulated in forestomach	Zuo, J., Brewer, D.S., Arlt, V.M. et al. Benzo[a] pyrene-induced DNA adducts and gene expression profiles in target and non-target organs for carcinogenesis in mice. BMC Genomics 15, 880 (2014). https://doi.org/10.1186/1471-2164-15-880	1,13
NA	NA	mmu-	miR-503	Benzo(a)pyrene	Mus musculus	in vivo (glandular stomach)	down-regulated in glandular stomach	Zuo, J., Brewer, D.S., Arlt, V.M. et al. Benzo[a] pyrene-induced DNA adducts and gene expression profiles in target and non-target organs for carcinogenesis in mice. BMC Genomics 15, 880 (2014). https://doi.org/10.1186/1471-2164-15-880	1,13
MIMAT0012830	mir-504	rno-	miR-504	Cadmium	Rattus norvegicus domestica (Sprague Dawley)	in vivo (Renal cortices)	significantly increased expression	Fay M, Alt L, Ryba D, Salamah R, Peach R, Papaeliou A, et al. Cadmium Nephrotoxicity Is Associated with Altered MicroRNA Expression in the Rat Renal Cortex. Toxics [Internet]. MDPI AG; 2018 Mar 15;6(1):16. Available from: http://dx.doi.org/10.3390/toxics6010016	1
MIMAT0012830	mir-504	rno-	miR-504	Cadmium	Rattus norvegicus domestica (Sprague Dawley)	in vivo (kidney)	significatively downregulated after exposure	Yuan W, Liu L, Liang L, Huang K, Deng Y, Dong M, et al. MiR-122-5p and miR-326-3p: Potential novel biomarkers for early detection of cadmium exposure. Gene [Internet]. Elsevier BV; 2020 Jan;724:144156. Available from: http://dx.doi.org/10.1016/j.gene.2019.144156	1
MIMAT0004889	mir-504	mmu-	miR-504-5p	Benzene	Mus musculus	in vivo (C57BL/6J mice’s Lin− HSCs) bone marrow	 	Wei H, Zhang J, Tan K, Sun R, Yin L, Pu Y. Benzene-Induced Aberrant miRNA Expression Profile in Hematopoietic Progenitor Cells in C57BL/6 Mice. International Journal of Molecular Sciences [Internet]. MDPI AG; 2015 Nov 12;16(11):27058–71. Available from: http://dx.doi.org/10.3390/ijms161126001	1
MIMAT0003380	mir-505	rno-	miR-505-3p	Cadmium	Rattus norvegicus domestica (Sprague Dawley)	in vivo (Renal cortices)	significantly decreased expression	Fay M, Alt L, Ryba D, Salamah R, Peach R, Papaeliou A, et al. Cadmium Nephrotoxicity Is Associated with Altered MicroRNA Expression in the Rat Renal Cortex. Toxics [Internet]. MDPI AG; 2018 Mar 15;6(1):16. Available from: http://dx.doi.org/10.3390/toxics6010016	1
MIMAT0017226	mir-505	rno-	miR-505-5p	Cadmium	Rattus norvegicus domestica (Sprague Dawley)	in vivo (kidney)	significatively downregulated after exposure	Yuan W, Liu L, Liang L, Huang K, Deng Y, Dong M, et al. MiR-122-5p and miR-326-3p: Potential novel biomarkers for early detection of cadmium exposure. Gene [Internet]. Elsevier BV; 2020 Jan;724:144156. Available from: http://dx.doi.org/10.1016/j.gene.2019.144156	1
MIMAT0004891	mir-506	mmu-	miR-509-3p	Ketones	Mus musculus	Developmental biology (brain)	down  regulated in brain tissue from embryos of exposed mice	Wnuk A, Rzemieniec J, Staroń J, Litwa E, Lasoń W, Bojarski A, et al. Prenatal Exposure to Benzophenone-3 Impairs Autophagy, Disrupts RXRs/PPARγ Signaling, and Alters Epigenetic and Post-Translational Statuses in Brain Neurons. Molecular Neurobiology [Internet]. Springer Science and Business Media LLC; 2018 Nov 6;56(7):4820–37. Available from: http://dx.doi.org/10.1007/s12035-018-1401-5	1
NA	NA	mmu-	miR-5105	Benzene and Toluene	Mus musculus	in vivo (lung)	bioinformatic analysis suggested their association with regulation of different biological processes as chemochine signaling, Wnt signalling, neuroactive ligand-receptor interaction, cancer and cell adhesion	Wang F, Li C, Liu W, Jin Y. Modulation of microRNA expression by volatile organic compounds in mouse lung. Environmental Toxicology [Internet]. Wiley; 2012 Jul 30;29(6):679–89. Available from: http://dx.doi.org/10.1002/tox.21795	1
MIMAT0022985	NA	mmu-	miR-5107-3p	Benzene	Mus musculus	in vivo (C57BL/6J mice’s Lin− HSCs) bone marrow	 	Wei H, Zhang J, Tan K, Sun R, Yin L, Pu Y. Benzene-Induced Aberrant miRNA Expression Profile in Hematopoietic Progenitor Cells in C57BL/6 Mice. International Journal of Molecular Sciences [Internet]. MDPI AG; 2015 Nov 12;16(11):27058–71. Available from: http://dx.doi.org/10.3390/ijms161126001	1
MIMAT0017358	mir-511	rno-	miR-511-3p	Aluminium+Fluorine	Rattus norvegicus domestica (Sprague Dawley)	in vivo (hippocampus)	Up-regulated after exposure to different concentrations in hippocampus	Ge Q-D, Xie C, Zhang H, Tan Y, Wan C-W, Wang W-J, et al. Differential Expression of miRNAs in the Hippocampi of Offspring Rats Exposed to Fluorine Combined with Aluminum during the Embryonic Stage and into Adulthood. Biological Trace Element Research [Internet]. Springer Science and Business Media LLC; 2018 Jul 22;189(2):463–77. Available from: http://dx.doi.org/10.1007/s12011-018-1445-4	1
